text,label
"Maait ) — De retideut heeft persoonlijk • je - onderzoek ingesteld naar den stand van zaken iv het regentschap Klatten . De overstroomingen hebben veel schade Berokkend , doch zoo min hier ala elders in dit gewest heeft de massa der bevolking gebrek aau voedingsmiddelen . De scliaaischte en de hooge prijktu blyveu echter aaulioiuten . Naar de oorzaak van een viertal staifgevalleu wordt onderzoek gedaan . E . it last gegeven om aan partiëele behoeften dadelijk te gemoet",4
"had redt op miliiaire eerbewijzen . Door het nieuwe besluit van den minister vau oorlog , wordt dit recht tot een eenvoudig betoon vau beleefdheid teruggebracht . De officieren der nationale garde zijn tegen dat besluit opgekomen en dreigen iv massa hun ontslag te nemen . Na langdurige diskussie , is de zaak in het Parlement gebracht , en heeft een der afgevaardigden de regeering geïnterpelleerd . Heden zullen de debatten daarover plaats hebben . Het betreft hier eene zaak",1
", welke velen arbeiders den d ( > od berokkend hebben , anderen in de gevangenis te regt deden komen en een zeer groot getaj tot de uiterste ellende bragten . Bij gelegenheid von het plebiscit heelt zij werkstakingen in massa uitgeschreven , ten gevolge waarvan de leêgloopende werklieden in klubsen bijeenkomen , om over de volksstemming te beraadslagen , en aldaar door hun opstokers openlijk oproer , doodslag en sluipmoord hooren prediken . Kan men zich verbazen , dat",0
"gesalueerd door het Engelsche admiraalschip met 21 kanonschoten ; van de boot werd deze begroeting beantwoord met driemaal hijschen der Engelsche vlag . De gasten werden op het landhoofd ontvangen door den Engelschen admiraal , in tegenwoordigheid van een ontzaglijke massa belangstellende toeschouwers , die eenc buitengewone geestdrift aan den dag legden . Daarop volgde een feestmaal in een tent . Het diner was goed . Ons muziekkorps en een Engelsch korpsje voerden beurtelings eenige stukken uit . Aan toasten",6
"de . bezwaren dergenen , die de decentralizatie verlangen en bevorderen . De fout zit oorspronkelijk in de revolutie , die tot allen prijs den provincialen geest in Frankrijk heeft willen afschaffen en dooden , om geheel Frankrijk tot ééne massa te maken van het onbegrijpelijkste en onredelijkste mengelmoes . Men is in die heillooze poging ongelukkig geslaagd . De revolutie heeft het mengelmoes voortgebragt , dat zij verlangde , en daardoor alle zelfstandigheid in de provinciën vernietigd , en",4
"bij de nationale beweging tegen Oostenrijk . Toen Kabel Albert , de Koning , naar gewoonte in No ' omber zijn jaarlijksch bezoek aan Genua bracht , kou hij duidelijk die stemming lezen op de gezichten va . , de massa , die zich om hem heen verdrong . De Koning reed zwijgend door de menigte aan het boofd zijner officieren , hij sloeg geen acht op de handen die zich naar hem uitstrekten , en meer en meer pakte",6
". — Vijf . oorlogschepen zijn de Moorsche kust gezonden tot ontzet van het jtaor Riff - zeeroovers belegerde Melilla . — Het koloniaal * Wget voor Cuba is bij de Cortes ingediend . . Rusland trekt talrijke troepen - massa ' s te zamen lQ Volhynië en Podolië , alwaar het alles behalve * Istig is . In Amerika laat men het niet haperen aan betuigingen van sympathie voor Rusland bij gelegenheid van het bezoek van Grootvorst Alexis die",1
"vaneen anderen kant worden er even groote ePen heengetrokken door de fijne , maar nijpende ö ( i van eenen adellijken meester of de in dweepzucht vingeren van een rechtzinnigen ijveraar . _ ■ """" ■ och moet die bonte massa worden geordend . Al Jö w door de uitsluiting van het algemeen stementcnt de laagste groepen niet vertegenwoordigd , toch , 18 * » 1 het ontkennen , woelt in die bonte massa ver * nd en domheid op",0
"licht vaneen li f zit ik , door een stroomat eenigszins beschut voor ri - 0 , 1 ? u een verslag te schrijven van hetgeen dezen dag Z ^ l is voorgevallen . Hedenmorgen vroeg trokken twee trnenL ! massa ' s , de eeno uit « - Bosch en van stellinir te Tldpn ü andero uit do vereenigde garnizoenen nam Gravo en Niirn om stelling to nemen in do nabijheid van Reek Hut waa f6O morgen nog vóór",1
"houdt men zich niet meer bezig niet staatkundige , maar alleen met sociale vraagstukken te behandelen . De strijd tegen den vreemdeling , den indringer , wordt door dc leiders van tle separatistische beweging hoofdzakelijk als voorwendsel gebruiki om de massa , die door vaderlandsliefde opgewonden is , beter met hen te doen medegaau en mi t hare hulp hunne socialistische hersenschimmen , wier einddoel is eene eenvoudige verdeeling van de eigendommen en bezittingen , te . n uitvoer te",0
"zoo vele broeinesten , waar do aanstaande geestelijken worden besmet met de thans zoo algemeen onder do jongere zielenherders heerschende kwaal , namelyk gemis aan liefde voor het vaderland , welke kwaal zjj verder onder het volk , onder de massa , moeten verbreiden . Hoedanig de bisschoppen al het mogelijke in het werk stellen , om ten gunste van dezo instellingen de theologische faculteiten dor hoogescholen voor aanstaande geestelijken ontoegankelijk te maken , daarvan leveren die faculteiten aan de",4
"opgewonden vriend te scheiden en onder """" | e menigte te verdwijnen , ten einde verborgen in • le schaduw van een tegenover - gelegen huis de helder verlichte vestibule van den schouwburg in het oog te houden . De massa menschen had zich spoedig verstrooid , in de straten werd het rustiger , en slechts enkele huurrijtuigen bleven nog wachten . In ademlooze spanning wachtte de dokter in zijn schuilplaats , terwijl zijn scherpe blik gevestigd bleef op het",6
"dau zal men met vertrouwen orders geven , omdat men weet goede waar te zullen bekomen . „ De andere reden is , dat zooals bet gouvernements ku ' fir - mouopolie nu werkt , het aansloot geeft aau eene massa verbruikers in het binnenland . Eu _p < - n_u , meer gegoede inlanders en chinezen , die meer of min gewoon . eraakten aan het gebruik van koffie , kenden de benodigde hoeveelheid vroeger inkoapeu bij de gouvernements",5
"; zou dan de gewezen Minister van oorlog Den Beer met zijn veldleger van 35 , 000 man , dat hij volgens de herziene Grondwet zou verlangen , dat gevaar hebben afgewend ? Ik durf het betwijfelen ; met de massa ' s , waarmede toen gestreden werd , in aanraking gekomen , zou dat legertje toch verpletterd zijn geworden . Ik geloof zelfs dat het niet wenschelijk zou geweest zijn , dat de schrijver der brochure commandant ware geweest",1
"een weg te banen . Zelfs de vredespartij verlangt , , dat ernstig zal getracht worden om de armee van Parijs to redden , alvorens de stad tot de capitulatie overgaat of indien dat niet kan gelukken . om de massa duidelijk te doen inzien , dat alle verdere weerstand nutteloos is . Trochu heeft tot heden nog de overhand behouden , maar onder deze voorwaarde : dat hij gehoor geeft aan het dringend verlangen naar uitvallen . volgens mededeelingen",4
"die het organisme van een leger in onnatuurlijke slaafsche gehoorzaamheid wil oefenen , wel veel meer bereiken dan niets ? Zeker ook niet . Zoo zeer als de mensehelijke natuur zich tegen slavernij verzet , even zoo gaarne gehoorzaamt de massa dengenen , die zij in verstand boven zich verheven gevoelt en die haar door zijn karakter vóórgaat . Als ware en onomstootbare grondslagen eener goede en echte discipline , moeten wij de navolgende vereischten vaststelien : Vooreerst eene verstandelijke",3
"lezer zijn en daarom hebben wij besloten ons eveneens tot ronddwalen tusschen de tentoongestelde voorwerpen te bepalen om als ontdekkers en leregtwijzers omen lezers den weg te wijzen : — ¦ Wij beginnen met eene groep , waar de groote massa des volks gewoonlijk voorbijgaat , met die der cliemische Industrie , die niettemin zeer vele belangrijke voorwerpen bevat - De iandgeneeskunde wordt door het Anathenn - Muiulwasser , de Anatuerin - Zahnpasta en het v ' . gctabüische Zahnpnlvcr",4
"bevestigde plaatsen of in een geretrancheerd kamp aan te vallen . Dat zou dan moeten zyn Trier , Mainz of Frankfort . Figaro meent dat de Pruisen zoodoende hun eenige kans op slagen zullen verspelen omdat ze wel iv de massa kunnen schieten maar als tirailleur niets beteekenen . De Pruisen bouweu juist hun hoop van slagen op diezelfde eigenschap die ze bij de Franschen vermoeden . De Franschen zjjn gewaarschuwd zich niet te laten bedriegen door de omstandigheid dat",1
"profiteert , zonder dat do niet - bezitters van land op onrechtvaardige wijze worden belast ? Van het standpunt der socialistische agitatie gezien , zijn dergelijke onuitvoerbare plannen bij uitstek berekend om indruk i . e maken op de groote massa zonder eigen oordeel , vooral nu daarmede het uitzicht wordt geopend op cvcntueele gewelddadige onteigening der bezitters , als dezo zich tegen den ontwikkelingsgang mochten willen verzetten . De socialistische idee der vervanging van bijzonder eigendom door gezamenlijk eigendom",3
"werkvolk krijgen . Deze uitdrukkingen zija geen van alle zeer duidelijk . Wat beteekent het , dat er . . voldoende """" voorraad is ? Dat ze nog goedkoop genoeg is , om onder het bereik te vallen der groote massa ? . Wat verstaat X . onder „ vrij hoog loon """" ? En waar wordt dit aangeboden ? Overal in hetMalangsche , of wellicht alleen daar , waar X verblijf houdt ? Uit Bojoialt schrijft men ons :",4
". Zij hebben eigen rechtbanken , straffen , belas - ingen . En de Amerikaanse avtrheid is machteloos hiertegen , deels omdat j \ < J & et de taal dier Aziaten nagenoeg geheel is , deels omdat de groote massa der Chineezen h * aï gexag niet erkent \ ( g dikwijls Y < wgeköme » , dat was * aeer een Chinees weigerde de bevelen zijner maatsehappg t ; volbrengen , deze als een veemgerecht zijn naam aan",5
"? . Geljjk men woot , is de heer Elout een zoor bedaagd man ; van hoogst voorzichtige bewegingen ; in diplomatieke kringen opgevoed ; ' en daardoor min gewend aan die forscher tonen , die weerklinken moeten om de massa ' s te doen verstaan wat men wil . . , Volkomen natuurljjk das , dat de heer Elout een gansch anderen stgl dan de onze sehrgft ; in zgn vormen soberder ; in zgn toon veel bedaarder is",4
"En niettegenstaande hy zyn graf voor oogen zag , was hy toch bedacht op de zaligheid der wereld , zoodat hij alle tegenspoeden en vermoeienissen ter dood toe ter zijde stellende , trachtte al het mogelyke aantewenden om de geheele massa menschen van het dreigende gevaar , waarin zy gewis zou zyn omgekomen , te redden . Om die reden verklaar ik , erkennende zyne - verdiensten , dat de oude man zich gekweten heeft van alle raad en daad",6
"booze overheerschingsplannen der Katholieken of , om de taal van de liberale organen te bezigen , der ultramontaansche partij . De vrees , vooral de vrees voor denkbeeldige gevaren , is een slecht raadsman ; zij kan , als de massa er eenmaal door bevangen is , een volk doen te werk gaan als de verbijsterde paarden , die , wanneer hun stal brandt , het vuur in den mond loopen . Wij hopen voor ons dierbaar vaderland , dat",4
"zWaüg verdagen . — Een gsootr eonaternatfe werd er Vrtjdag dichtbrj kampte Paderesuan aangericht . Grasverkcopers waren daar brj eea , waros ^ houdeters bedienden tal van klanten ; daar kwa """" men dria jolige stieren aanrennen , deden de massa uiteen « luiven , tooiden Mbok Mi * ah tegen Pah Sarpsn , Nok Ma ais tegen Kang Sim - . , Popen de graskoopers onderstebo ven , schopten de kraampjes omver , en een \ uaner nam eer",6
"Dam door , waar vooi het overige het carillon van den paloistoren aankondigde dat HH . MM . aan het Rijnstation waren aangekomen . Alle huizen waren tot aan den nok met toeschouwers bezet . Van lieverlede verzamelde zich eene massa volks achter de gelederen der troepen , de volksmenigte werd steeds grooter , naarmate zij , die elders den stoet reeds gezien hadden , van alle kanten aansnelden om te beproeven ook iets te zien van hetgeen op den",6
", dit geldt de vruchten der kennis en der fan tii . ie vau wetenschappelijke schrijvers eu dichterlijk * naturen . En dan moet de hooge waarde van den arbeid wor dea gepredikt , moet voor de oogen van die massa ' _ zelf een andere grenslijn worden getrokken . Niet tusschen de ingewijden en de schare welke de wet niet kent , maar tusschen hen die dea arbeid liefhebben en zijn vruchten en hen , die zelfs ten nadeele",4
"en meor beroemd geworden minnaar Bf . Mar , — een en ander gaf aan de terechtstelling een zeker uiterlijk van ' n buitengewoon tragischen roman en w . - kkerde de nieuwsgierigheid zóó aan , d . it groote massa ' s menschen naar ' t crimineel gerechtshof togen . Drummond was verbaasd over de schaamteloosheid van den gevangene , die blijkbaar onbewogen zijn beschuldigers aanzag , met nieuwsgierigheid naar ' t op schrijven keek van de namen der",6
"al te nauwe aan aking dei volkeu de mededinging te zeer in de hand zou werken . Zij behoorden tot den tijii , toen « te huienvjverheid nog spotte oi morde over d « mogelijkheid , dat de industrie aan massa haar op zijde zou kunnen zetten . Auders is ' t in de kwarte < uw der wereldtentoonstellingen . Zij brengt het cosmopolitisch idee op den voorgrond , en iv steed * welsprekender voorbeelden . AU wy opmerken ,",4
"Thiers en de gedelegeerden vertrekken heden avond naar Bordeaux . BRUSSEL , 27 Febr . Do J_to « 7 « Beige meldt , nit Pargs , dat aldaar heden nacht de generaalmarsch is geslagen en dat de nationale garde in massa is opgekomen , om zich to verzetten tegen hetbinnenrukken der Duitschers , die in Lun voornemen tot den intocht volharden . Men verwacht dat zich daarbjj betreurenswaardige gebeurtenissen zullen voordoen . De intocht der Duitschers zal waarschgnlgk Woensdag plaats",1
"\ sektie 8 c . m . berggeschut met ambulance van het bivak , langs het strand naar de zijde van Kwala Tamboer ter verkenning gezonden , naderde tot op 600 meter de positie van den vijand , die in massa ' s vereenigd was , en vond de stelling zeer versterkt . Onze troep : n raakten heden met den vijand in vuurgevecht , waarbij de majoor P . W . Meijer zeer licht gewond werd . Ook een",1
"in vollen gang . Van 9 tot 11 , soms 12 uur ' s nachts trekken duizenden proecssiesgewijze door de stad . De tocht begint aan de St . Jans Kerk , waarvoor men op de publieke straat een zwarte massa neergeknield ziet , om zich daarna biddende door die straten te begeven , waar , naar de legende wil , indertijd het miraeuleuseLieve - ' Vrouwenbeeld gewandeld heeft . Na door eenige achterbuurten gegaan te zijn , komt men",6
"bepaalden - termijn aangifte had gedaan vau zijne staking van betaling , onvolledig boek had gehouden , daar verscheidene bewezene beursspeculatien er niet in vermeld zijn , en hij eindelijk eenige zijner crediteuren integraal had schadeloosgesteld ten nadeele van de massa . Philippart is in hooier beroep gekomen . Nog meer opzien baarde het andere proces , dat vau t ' Kint van Roodenbeke , die voor het hof van o - e - - zworeuen te recht stond onder",4
"rust wachtte . ' t Was : op den boulevard V """" ollaire — eens lange rechte lijn dat men eigenlijk een begrip kon krijgen van hetgeen dé stoet was , niet wat de organisalie betreft , maar wat vla massa volks aangaat . De stoet nam den ganschen Boulevard overT bijua de > geheele breedte in tot opëene lengte """" van ongeveer een kilometer . Ik schat ' het aan * tal menschen , die het lijk volgden ,",4
"is . """" Zonder eenheid van Ministerie geen kracht ; de godsdienst do grondslag van ioderen Staat ; het Oranje boven . ' tegenover bjjgeloof en Fransene ougodisterji , ter opwekking van de volksenergie , niot van den aandrang der massa ' s of het gewold van het grauw ; denkbaarhoid van een plan dat de belangen van Protestanten en Roomschen , van orde en vrijheid , van Noorden en Zuiden , in zoover ze mot de Grondwet en do",4
"te Parijs waren vertegenwoordigd . Al de afgevaardigden en de leden van de hooge staatskolleges hadden een uitnoodiging ontvangen om do plechtigheid bij te wonen . Langs den geheelen weg , dien de stoet is gevolgd , zag men een massa menschen , onder welke velrf arbeiders in blauwe kielen . Alles liep zoo rustig mogelijk af . De muzelmannen op Kandia hebben christenen belet een kerk binnen te gaan . Een gevecht ontstond , waarbij 20 personen , naar",6
"tegen de nieuwe wet gemaakt on tevens de redenen aangetoond , waarom de clericale partij zich zeer hartstochtolijk tegen de voordracht heeft verzet , deelt het ten slotte nog het volgende betreffende de zaak mede . Aanvankelyk bestond bij de massa der Katholieken het plan , om zich geheel te onthouden aan do stemming bij de verkiezing van de leden der kerkbesturen , die , volgens bedoelde wet , belast zyn met het beheer der kerkelijke goederen . Vanjdit plan",0
"tegecover do tribunes en tegenover den Maarschalk met ? ijn staf . Da gelederen der kavalerie strekte ! zich uit , zoo v ? r het oog reiken kon , en plotseling , op hetzelfde kommando , stelde deze geheele massa zich in beweging , om in vollen galop een charge uit te voeren in de richting der tribunes . Dit was een buitengewoon groottch schouwspel , een waardig einde voor de r « vue . Was het ' s",1
", l . oort ge ? """" ' t Scheen we ) , dat de roode dtclor een grooten irnloed had op het gepeupel , want , ingevolge fijn bevel , drong men naar den uitgang en verliet men in massa ' s den ketker . Enkeled slechts bleven . „ Nu , waarom staat gij daar nu nog te gapen ? """" zeide de doctor , zich op ontevreden toon tot do acbtmb ' ijvers weur dende . „",6
"» Wij zouden onze bijlen genomen hebben """" , antwoordt de boer naïef en doodbedaard , als gold het de natuurlijkste zaak der wereld . Een ander bewijs vaa de ge ; nakkelijkheid , waarmede het nihilistische venijn bij de massa ingang vindt , is een teTsjiguirine , in het gouvernement Kief , gsdane ontdekking , waar circa 25 gemeenten een uitgebreid geheim genootschap hadden gevormd , Tainia droujina ( geheime cohorte ) geheeten . Een nihilist van joodsche afkomst",4
"op dit terrein behoeft , naar het schijnt , voor geen verdere uitbreiding van het socialistische element moer gevreesd te worden . Naar men onderstelt , staat dit in verband met het bekende plan der socialistische partij , om in massa de Protestantsche kerk ' te verlat . n . Voor het overige is de partij des te ijveriger werkzaam om haar - ledental ts vermeerderen en haar invloed te vc - rgrootcn , zoodat de overwinning stellig eerst na",0
"den besten , die door magt of kracht weet te verblinden , ln liet oude Rome was aan de vrijheid de doodsteek gegeven , van het oogenblik af waarop het stemregt , na uitgebreid te zijn , aan de groote massa de mogelijkheid verschafte dent > < ^ niklassen te verpletteren . In Fraukrii ' ' 2eft liet algemeen stemregt vroeger het atscuuwclijkste despotisme doen ontstaan ; en coen het in 1848 geroepen werd te beslechten tusschen een man ,",4
"den geest bekleed , wordt hier door ' t vleesch ingenomen , en ' t leven wordt zeer gemakkelijk gemaakt , ' t Is ' dus niet te verwonderen dat een geloof met zulk een mensphelijke gedaante voor de groote massa zeer aannemelijk was . Met ijver arbeidden de Heiligen aan de uitbreiding hunner nieuwe leer . Er werd een emi ; ; ratiefouds vpor arme bekeerlingen opgerigt . Geschikte zendelingen werden naar Engeland en ' t vasteland van Eu",4
"beschouwingen van naderbij te bezien van een blad , dat beweert onder zijne lezers duizenden Katholieken te tellen en hunne beginselen te eerbiedigen . Na er opgewezen te hebben dat de * oningsmoord een product wordt van het hoe de massa des volks op de eenvoudigste manier deel zal krijgen aan den gemeenschappelijken rijkdom , gaat het Nieuws van den Dag voort : „ Onder die omstandigheden wint het Pinksterfeest eene parodie op het streven naar vrede , * *",4
"begrijpen dat het in den regel toch nit de breedte of lengte moet komen . Het is er juist mee als met de loterij , een krggt de 100 , 000 of 50 , 000 maar ten koste van de massa anderen . , . _ . __ * _ « , . . . . . . leder die e ° n pakket bestelt z . l , ik ben er zeker v » n , zeer tevreden zijo",4
"uitgevaardigd , waarin geconstateerd wordt , dat de burgeroorlog geëindigd is , dank zij de pogingen van den koning , het dappere leger en de regeering , invereeniginj met het vaderlandslievend streven van alle partijen . Het Carlistische leger in massa heeft de wapenen nedergelegd . Ongeveer 25 bataljons van Navarra hebben zich te Guipuzcoa onderworpen . Eergisteren gaven drie duizend soldaten zich te Tolosa over . De troepen keeren uit het Noorden terug . Tegen het einde dezer week",1
"wordt . Verra ian mij om een hard woord over armoede te « preken , haar leed i » bitter genoog , maar waarheid blyft het , dat tegenover do weinigen , diedoeronverajijdelijkooiastasdighedca arm zijn , de gro » te massa van Londeus armoede h » fc noodzakelijk gevolg is van gedachteloo » verteren , zergelooze roek « loosheid , lniheid « n , ergst van allen , van het drank drink « n den ganschan dag door . O",3
"De straatvechters , de oproermakers , zy , die van een ellendig bestaan leven in de orangeric , zyn schuldig . Maar indien zy schuldig zyn , hoeveel schuldiger zyn dan degenen , welke er toe hebben medegewerkt om de massa ' s te bezielen met de denkbeelden van haat , wrok en nyd , die zoolang woelen tot zy zich eindelyk door de daad een uitweg banen . Twintig jaren bykans beeft het tweede keizerryk een ongehoorde weelde en",4
"dergelijke oploopen , de meerderheid uitmaakten . Deze nieuwsgierigen vervullen een vrij wat minder onschuldige rol , dan zij zich gewoonlijk verbeelden . Zij stijven den overmoed van de oproermakers , die ¦ wel weten dat zij onder die talrijke massa veel veiliger zijn dan onder hunne makkers alleen . Dringend vermanen wij dan ook allen , die walgen van ' t « - een gisterenavond gebeurd is , tehuis te blijven . Die medegaat met benden , is even",6
"economie storend werken """" moesten , hebben hun beslag gekregen , en ja , — daar zijn altijd bijzondere personen geweest , die voor het volk opkwamen ; maar hoe weiven de pogingen dier weinigen , door de onverschilligheid der massa verlamd ! Ons Indisch stelsel van bestuur heeft zware proeven doorstaan . In groote trekken is het een meesterstuk en waarborgt het Indië ' sbéhoul en Indië ' s gestadige ontwikkeling . Zijn gebreken zijn genoegzaam aan het licht",5
"Het bekende programma , strekkende tot het vormen eener nieuwe conservatieve partij , zal op de massa weinig , misschien geen invloed hoegenaamd uitoefenen ; op de verkiezingen zal het derhalve niet werken en in beiderlei opzicht zal het blijken een vruchtelooze poging te zijn geweest . Toch verdient die vruchtelooze poging onze aandacht ten volle",0
"dc taal der zonen van het hemel i sche rijk ons als koeterwaalsch in de ooren klinkt . Reed : van verre bemerken wij een achtkantige tent , waarop ie het midden een brandend lantaarntje zijn licht afwerpt . Een massa toeschouwers zijn er om de tent verzameld . Wat of er wel te doen is ? Dc tent verbergt onder haar dak een mallemolen . Het ding zwiert lust ' g in het rond cn doet zijn mcnschelijke lasten",6
"het godsdienstige veroordeelt de eenheid ter dood ; """" maar gaat de eenheid die tegen vrijheid niet bestand is der Redactie zoo ter harte ? Of heeft zij in dtr daad zooveel vrede met e eenheid die onder eene overheerschte massa tot dusverre alleen door kunst - en dwangmiddelen wordt bewaard ? n volle beaam ik uwe opmerking , dat in dit verband W , > e ° P rekening van den godsdienst gesteld wordt , ' t geen met",4
"inhoud onzer boekenkast bewijst het tegendeel . En nuttig ? Alle verspreiding van kennis is dat en in zoover is de Gids dat zeker . Maar nuttig in den zin als wij dat bedoelen , liet volk inlichten , de massa namelijk , en zoo voor Indie verkrijgen , wat l . ct noodig heeft , dat zal de Gids niet . liet volk leest die tijdschriften niet of begrijpt , ah het ze leest , den inhoud niet .",5
"dat het Russischo leger voorwaarts is gerukt tot stellingen , dio vier kilometer nader bij Konstantinopel / ijn . Dit heeft de bezorgdheid doen toenemen . V scheidene bewegingen der Russen zijn vooruit gesignaleerd . Zij strekken alle om do massa der Russische strijdmagt nader bij Konstanti nopel te brengen . Hot gerucht loopt , dat do Russischo ambassadeur een ultimatum aan de Porte heeft overhandigd . Hoewol ornstigo p < > gingen zijn aangewend om de Porte over te",1
", die door de linkerzijde zouden worden aangewend om de aanneming te voorkomen en de verdere behandeling der wet te verdagen om de nieuwe Kamer iv deze te laten beslissen ; desnoods zou de linkerzijde tot dat doel zich in massa onthouden en daardoor elk besluit onwettig maken . Niets van dien aard is geschied ; ' t schijnt , dat krachtige besluiten in dezen tyd niet meer mogelijk zyn . De Bonapartisten waren van plan voor te stemmen ,",0
"van onze eigen troepen . Zij waren ons thans zoo dicht genaderd dat hunne kogels ons gemakkelijk badden kunnen bereiken . Wij zagen toen dat zij naakt waren . Tegelijkertijd hadden wij de geheele werkelijkheid voor oogen — de dichte massa ' s , die in het kamp dooreen joelden waren de Zoeloes , die er bezit van hadden genomen . De dichte linien die op de Kraal vuurden waren Zoeloes en eindelijk waren het de Zoeloes , die de",5
"Zwollerkerspel . Op den tweeden paaschdag is die wei in een feestterrein herschapen . Duizende kinderen , gewapend niet blanke netjes , gevuld met gekleurde eieren , sinaasappelen , noten enz . komen daar te zamen , om met de massa nieuwsgierigen eens lustig pret te maken . Aardig is het , te zien hoe die kleinen op de uitgestrekte weide rondhuppelen , met de medegebrachte voorwerpen spelen , hoe de jongens vooral zich oefenen in het eieren - tikken",6
"nu ontmoette men weer een zeer sterke bende , wier hoofd eveneens de som van / 5 van ieder hunner vorderde . Volgens hun verzekering is het onwaar dat te Mekka de cholera heerscht , maar wel sterven er een massa bedevaartgangers aan èenc soort van koorts , die binnen weinige uren met den dood eindigt . In de groote Messigit Mekka sterven daaraan eiken dag eenige tientallen personen . ( Sam ; Lt > — De gouverneur van Sumatra",6
"recht de ytrm leer uit de """" vakken , waarin op de lagere school onderwijs gegeven wordt , geheel heeft doen verdwijnen , heerschte groot verschil van gevoelen . Een deel der leden keurde de weglating zeer goed . De massa der onderwijzers weet niet , wat onder dit vak te verstaan zij , en laat er zich dus niet aan gelegen liggen , of wel maakt zich daarvan « ene verkeerde voorstelling , zoodatvorm - Ker ia ec ;",6
"laat - ; sten tijd eene uitbreiding verkregen , dia het voor de . Koninklijke Regering onmogelijk maakte dit langer voorbij ! te zien . „ Na de overgave van Metz zijn er Fransche soldalen L * en officieren in massa over het Groothertogdom gekomen , . ten einde , buiten de Duitsche troepenstellingen om . Frank - S rijk weder te bereiken . ! _ """" Te Luxemburg zelf heeft da aldaar residerende Fransche vi . e - konsul",1
"wenschen van liet kalme , meer bezadigde element , dat onze Amsterdainschc vergadering een meer degelijk en wetenschappelijk karakter verschafte , wellicht waren er te veel uitsluitend reusachtige meetings en demonstraties , waar de individu ' s zich in de massa verloren en de meest bekwamen niet altijd kwamen tot hun recht . Maar er is ontegenzeglijk van die vergadering een kracht uitgegasn , en het had zijn goede zijde , dat alles een echt Ainerikaanscli karakter droeg , ondanks",6
"met eene halve compagnie een der toegangen tot ons kampement en onze ambulance , knorrig dat ik niet met de opereerende troepen naar den kraton was gezonden — • toen opeens , terwijl er niemand om dacht , een tdrijke massa van die opgewonden Atsjineezen ons wilde overrompelen . Het was onnoodig , mijne brave kereU richtten vastberaden een snelvuur op de brandalt — ik kieeg oogeßblikkelyk hulp , maar verloor tien man aan dooden , twee - en -",5
"ntdeeligen invloed moet uitoefenen op da behai - iging der publieke saak en dus scb . ade . Qk werken voor het algemeen belang , li * t o . i TCOr aa hand . Immers : de oßvenchiilijheid dsr massa moet ten slotte ook verlummend werken op d * n individu . — EQ , die aanvankelQk in zich de nocdige lu ; t ca kracht gevoalde om zich te wQden vn de behartiging der algemeene bela . gen",4
"Ir : na - ht van het kapitaal t > . a it """" , indien wij aan die macht van den arbeid get ^ i b grip willen hechten dat beter do f „ het brutale geweld van de massa """" zou worden uitgedrukt ' Kapitaal en arbeid staan immers n et tegenover elkaar als luiheid en vlij i O , ik ia het begrip , dat elk gezond menschenverstand aan ' t woord arbeid hecht , niet bloot",4
"plebaan v . d . Ven den in rouwgehulden kansel , om de verheven deugden van den onvergetelijken grooten Pius te schetsen . Eenige ridders van de orde van den H . Sylvester en den H . Gregorius en een massa geloovigen woonden den plechtigen lijkdienst bij . Beusichem , 19 Febr . Heden - morgen brak in een huis , dat door vijf gezinnen werd bewoond , een brand uit , die zoo hevig toenam , dat , niettegenstaande",6
", maar toch meerendeel genoeg . De waterleidingen nu bijna alle in orde gebracht , maar leveren nog niet genoegzaam water voor al de langs haar gelegen velden . Een schaduzijde bij al dat fraais is , dat weder een massa koortslijders in de dessa ' s zijn , waardoor de arbeid niet weinig wordt vertraagd . — Uit Rembang wordt dd . 30 December geschreven : Den 29en arriveerde in het Logement alhier de le Stuurman van de Cores",6
"de neutrale school , zoo kan het gebeuren , dat hij morgen de bijzondere school zal bevorderen . De mensch streeft steeds naar verandering . De geest des volks is voortdurend afwisselend ; van bijgeloof vervalt het volk — de massa — tot ongeloof , en omgekeerd ; iedere richting , iedere meening , heeft eene periode — een tijdvak — waarop zij het sterkst onder het volk leeft . Wil men een voorbeeld ? Men zie naar Parijs .",3
"economische rechten , onverschillig of deze genoemd worden het recht op den ' arbeid , het reebt van gelgke verdeeling der bezittingen , of het - recht tot plunderen Het instinct van vaderlandsliefde bestaat met bij die onbekende en onpersoonlijke massa ' s , bij wie de wisselende belangen in de plaats getreden zijn van het onveranderlijke grondgebied . Wat kan het dien zwervenden , de wereld doortrekkenden horden schelen , wat het lot van den Elzas en Lotharingen ,",0
"' t belang van hel gezag der - 1 gelijke venooningén 1 bad ' moeien voorkomen . Recht is en | blyftj hier wel lechl ' , ' . doch het aureool der Regeering hangt in hrl oog eener onbeschaafde massa niet af van rechlsgedingeu , waariu hel gezag doorbeslagleggende deur « aai - ders te grabbelea wordt gegooid . Ij , V Eenige wekeo geleden arriveerden le Samarang twee hongaarsche graven , > namelijk , de beer iozeph '",3
"\ vV ' J2e o_ = ePr ° pt0_ = ePr ° pt inct menschen , dat de dooden raj c ' £ er niet uit verwijderd kunnen worden . 5 Vo . rtn ' Waai ' t raen vluchtende massa ' s , hier in aller - V & n I - e1 """" 8 , tldcrs te voet en muerendccls uitgeput Cï * Vennee . r . n c * k - nde zoodat zij bij honderden von",6
